Index,DASH.Open,DASH.High,DASH.Low,DASH.Close,DASH.Volume,DASH.Adjusted
2021-01-19,191.190002441406,202.300003051758,185.539993286133,198.75,3486200,198.75
2021-01-20,200,203.820007324219,189.039993286133,189.460006713867,2066400,189.460006713867
2021-01-21,191.610000610352,195.473999023438,183.192993164062,190.889999389648,2339400,190.889999389648
2021-01-22,190.199996948242,197.070007324219,187.110000610352,192,1679500,192
2021-01-25,194.330001831055,215.389999389648,191.309997558594,191.809997558594,3430400,191.809997558594
2021-01-26,198,204.380004882812,196.410003662109,198.220001220703,2363000,198.220001220703
2021-01-27,200,256.089996337891,190.399993896484,193.070007324219,5918300,193.070007324219
2021-01-28,198.990005493164,201.5,183.479995727539,183.800003051758,1693000,183.800003051758
2021-01-29,189.399993896484,194.990005493164,183.479995727539,193.270004272461,1851500,193.270004272461
2021-02-01,194.589996337891,203.669998168945,187.563003540039,191.169998168945,1170100,191.169998168945
2021-02-02,191.949996948242,197.600006103516,181.630004882812,182.529998779297,1338900,182.529998779297
2021-02-03,184.660003662109,186.660003662109,178.32600402832,180.580001831055,1326100,180.580001831055
2021-02-04,181.380004882812,191.876998901367,180.649993896484,189.330001831055,1142100,189.330001831055
2021-02-05,189.570007324219,190.916000366211,180.244995117188,181.229995727539,1521400,181.229995727539
2021-02-08,183.449996948242,185.490005493164,174.210006713867,177.429992675781,1998000,177.429992675781
2021-02-09,177.710006713867,192.279998779297,177.600006103516,187.75,2137000,187.75
2021-02-10,190.660003662109,215.679992675781,190,215.160003662109,3996900,215.160003662109
2021-02-11,208.5,222,208.5,213.259994506836,1949000,213.259994506836
2021-02-12,213.029998779297,213.539993286133,202.509994506836,202.970001220703,1376300,202.970001220703
2021-02-16,205.600006103516,226.470001220703,205,212.169998168945,2663400,212.169998168945
2021-02-17,213.820007324219,213.820007324219,194.089996337891,197.869995117188,2013900,197.869995117188
2021-02-18,194.300003051758,201.410003662109,188.910003662109,200.059997558594,1728200,200.059997558594
2021-02-19,200.070007324219,209.160003662109,199.229995727539,205.970001220703,1879200,205.970001220703
2021-02-22,198,201.990005493164,176.360000610352,178.070007324219,3149200,178.070007324219
2021-02-23,175.960006713867,185.460006713867,165.550003051758,173.5,3005400,173.5
2021-02-24,174.360000610352,180.550003051758,173.520004272461,176.320007324219,1984000,176.320007324219
2021-02-25,174.410003662109,182.554992675781,163.729995727539,166.869995117188,4005800,166.869995117188
2021-02-26,155.5,172.970001220703,155.020004272461,169.490005493164,7579900,169.490005493164
2021-03-01,171.440002441406,173.789993286133,164.199996948242,168.889999389648,4143200,168.889999389648
2021-03-02,168,170.800003051758,155.220001220703,160.589996337891,5311700,160.589996337891
2021-03-03,156.690002441406,161.339996337891,144.559997558594,148.25,4070500,148.25
2021-03-04,147.320007324219,152.470001220703,138.820007324219,150,4366800,150
2021-03-05,150.5,160,138.449996948242,151.479995727539,6175800,151.479995727539
2021-03-08,146.410003662109,150.399993896484,130.029998779297,133.410003662109,6886100,133.410003662109
2021-03-09,132.910003662109,147.212997436523,130,141.479995727539,20400000,141.479995727539
2021-03-10,143.139999389648,147.735000610352,134.039993286133,135.770004272461,5398500,135.770004272461
2021-03-11,140,147.729995727539,139.559997558594,144.970001220703,3612400,144.970001220703
2021-03-12,139.479995727539,145.460006713867,136.550003051758,142.029998779297,3255200,142.029998779297
2021-03-15,143.779998779297,144.039993286133,138.029998779297,140.690002441406,2107900,140.690002441406
2021-03-16,140.789993286133,141.990005493164,133.089996337891,133.660003662109,2477500,133.660003662109
2021-03-17,133,136.244995117188,127.699996948242,133.800003051758,3286900,133.800003051758
2021-03-18,131.455993652344,134.669998168945,129.313995361328,130.619995117188,2983100,130.619995117188
2021-03-19,132.080001831055,136.619995117188,127.129997253418,135.029998779297,2259400,135.029998779297
2021-03-22,136,139.479995727539,133.440002441406,135.910003662109,1957900,135.910003662109
2021-03-23,136.199996948242,139.899993896484,131.350006103516,131.759994506836,1886600,131.759994506836
2021-03-24,131.770004272461,132.539993286133,124.900001525879,125.529998779297,2164600,125.529998779297
2021-03-25,124.879997253418,132.770004272461,121,131.75,3016600,131.75
2021-03-26,131.630004882812,136.990005493164,129.570007324219,134.009994506836,2038400,134.009994506836
2021-03-29,133.529998779297,138.520004272461,129.660003662109,129.979995727539,2302600,129.979995727539
2021-03-30,128.210006713867,132,126.160003662109,130.600006103516,1447100,130.600006103516
2021-03-31,130.960006713867,132.830001831055,127.639999389648,131.130004882812,2939200,131.130004882812
2021-04-01,136.880004882812,140.899993896484,130.940002441406,133.139999389648,2191000,133.139999389648
2021-04-05,133.889999389648,134.729995727539,130.539993286133,133.550003051758,1459500,133.550003051758
2021-04-06,131.75,135.5,130.509994506836,131.089996337891,1755200,131.089996337891
2021-04-07,131.190002441406,134.710006713867,127.25,127.5,1866700,127.5
2021-04-08,129.020004272461,130.449996948242,126.139999389648,128.139999389648,1879800,128.139999389648
2021-04-09,126.300003051758,141,122.059997558594,140.5,6671800,140.5
2021-04-12,138,149.009994506836,136.279998779297,147.830001831055,5730100,147.830001831055
2021-04-13,146.839996337891,150.360000610352,143.550003051758,149.460006713867,2823500,149.460006713867
2021-04-14,150.009994506836,153.274993896484,143.110000610352,143.649993896484,2235100,143.649993896484
2021-04-15,145,154.880004882812,144.869995117188,151.5,3338700,151.5
2021-04-16,151.289993286133,151.289993286133,148.25,149.490005493164,921300,149.490005493164
2021-04-19,142.460006713867,150.339996337891,142.309997558594,146.669998168945,2246100,146.669998168945
2021-04-20,146.720001220703,148.809997558594,142.25,144.350006103516,1647700,144.350006103516
2021-04-21,143.740005493164,143.740005493164,139.059997558594,143.320007324219,1168900,143.320007324219
2021-04-22,144.899993896484,149.5,142.210006713867,143.960006713867,991400,143.960006713867
2021-04-23,145.059997558594,153.169998168945,144.009994506836,152.75,2088400,152.75
2021-04-26,153.199996948242,157.339996337891,150.440002441406,153.800003051758,1563900,153.800003051758
2021-04-27,156.550003051758,164.664993286133,154.899993896484,162.130004882812,3095800,162.130004882812
2021-04-28,160.009994506836,167.229995727539,158.397003173828,162.449996948242,1621700,162.449996948242
2021-04-29,164.039993286133,164.039993286133,144.130004882812,150.110000610352,4109900,150.110000610352
2021-04-30,148.309997558594,150.630004882812,142.130004882812,143.169998168945,1806800,143.169998168945
2021-05-03,142.850006103516,146.429992675781,139.529998779297,140.470001220703,1412600,140.470001220703
2021-05-04,137.309997558594,138.029998779297,129.589996337891,135.220001220703,2092400,135.220001220703
2021-05-05,134,134.625,124.930000305176,128.389999389648,2786400,128.389999389648
2021-05-06,127.879997253418,131.110000610352,120.050003051758,122.769996643066,3114900,122.769996643066
2021-05-07,126.48999786377,129.490005493164,122.550003051758,124.889999389648,1887500,124.889999389648
2021-05-10,124.900001525879,125.089996337891,118.559997558594,120.449996948242,2277500,120.449996948242
2021-05-11,115.459999084473,125.5,114.690002441406,124.540000915527,2724200,124.540000915527
2021-05-12,119.519996643066,120.169998168945,112.050003051758,112.98999786377,4433700,112.98999786377
2021-05-13,114.050003051758,118.720001220703,110.129997253418,115.48999786377,6869500,115.48999786377
2021-05-14,125,146.630004882812,123.569999694824,141.070007324219,15264700,141.070007324219
2021-05-17,138.910003662109,140.690002441406,130.710006713867,133.789993286133,5197200,133.789993286133
2021-05-18,135.5,143.850006103516,133.089996337891,138.559997558594,10724400,138.559997558594
2021-05-19,130.360000610352,140.729995727539,130.009994506836,140.199996948242,5588700,140.199996948242
2021-05-20,134.809997558594,138.020004272461,133.350006103516,137,6766000,137
2021-05-21,136.770004272461,138.850006103516,135.440002441406,137.570007324219,3250200,137.570007324219
2021-05-24,139,143.419998168945,137.360000610352,140.460006713867,3975700,140.460006713867
2021-05-25,140.110000610352,141.479995727539,135.679992675781,136.270004272461,2812600,136.270004272461
2021-05-26,138.729995727539,145.229995727539,136.380004882812,141.860000610352,3151400,141.860000610352
2021-05-27,142.300003051758,155.5,140.169998168945,152.820007324219,5996600,152.820007324219
2021-05-28,152,154.220001220703,149.559997558594,150.279998779297,2238900,150.279998779297
2021-06-01,152.199996948242,154.949996948242,147.339996337891,149.270004272461,2208500,149.270004272461
2021-06-02,148.130004882812,153.199996948242,146.529998779297,149.830001831055,3097800,149.830001831055
2021-06-03,149.889999389648,150.460006713867,138.309997558594,139.110000610352,2980500,139.110000610352
2021-06-04,140.639999389648,147.130004882812,139.830001831055,143.800003051758,2384900,143.800003051758
2021-06-07,146.470001220703,154.149993896484,134.119995117188,142.5,9575700,142.5
2021-06-08,139.820007324219,142.910003662109,135.684997558594,136.759994506836,2968300,136.759994506836
2021-06-09,137.589996337891,141.259994506836,135.660003662109,136.979995727539,3055200,136.979995727539
2021-06-10,136.509994506836,145.259994506836,136.119995117188,144.850006103516,3323800,144.850006103516
2021-06-11,145.649993896484,154.350006103516,145.039993286133,154.160003662109,4386100,154.160003662109
2021-06-14,155.460006713867,160.100006103516,154.380004882812,158.830001831055,4722000,158.830001831055
2021-06-15,158,160.100006103516,155.300003051758,158.649993896484,2588000,158.649993896484
2021-06-16,158,164,157.158004760742,161.460006713867,4815800,161.460006713867
2021-06-17,159.210006713867,165.009994506836,158.580001831055,164.520004272461,4158200,164.520004272461
2021-06-18,165.990005493164,174.589996337891,164,167.330001831055,9450500,167.330001831055
2021-06-21,167.5,177.5,163.529998779297,173.210006713867,6461800,173.210006713867
2021-06-22,174.330001831055,178.990005493164,172.449996948242,178.979995727539,3740000,178.979995727539
2021-06-23,176.639999389648,177.520004272461,169.410003662109,174.029998779297,2747600,174.029998779297
2021-06-24,176.110000610352,180.949996948242,175.070007324219,175.300003051758,2682000,175.300003051758
2021-06-25,176.029998779297,180.940002441406,174.089996337891,176.720001220703,7038500,176.720001220703
2021-06-28,181.080001831055,181.25,175.104995727539,175.600006103516,1865100,175.600006103516
2021-06-29,177.25,184.279998779297,175.070007324219,183.910003662109,3571700,183.910003662109
2021-06-30,180.5,183.789993286133,174.559997558594,178.330001831055,4880300,178.330001831055
2021-07-01,179.360000610352,182.660003662109,177.149993896484,180.589996337891,2570500,180.589996337891
2021-07-02,181.050003051758,184.699996948242,180.350006103516,182.910003662109,2086100,182.910003662109
2021-07-06,183.160003662109,183.985992431641,178.220001220703,182.770004272461,1957700,182.770004272461
2021-07-07,184.630004882812,185.850006103516,180.164993286133,185.149993896484,1349300,185.149993896484
2021-07-08,174.979995727539,181,174.369995117188,178.559997558594,1783400,178.559997558594
2021-07-09,180.660003662109,181.649993896484,176.539993286133,180.229995727539,1093600,180.229995727539
2021-07-12,182.210006713867,183.419998168945,175.994995117188,177.179992675781,1157500,177.179992675781
2021-07-13,177,179.059997558594,175.156997680664,176.490005493164,992300,176.490005493164
2021-07-14,177.389999389648,178.311004638672,169.100006103516,169.330001831055,1591800,169.330001831055
2021-07-15,167.830001831055,174.630004882812,164.160003662109,167.330001831055,1702000,167.330001831055
2021-07-16,168.509994506836,169.830001831055,164.649993896484,167.360000610352,1158800,167.360000610352
2021-07-19,163.320007324219,176.990005493164,163.149993896484,175.5,2512100,175.5
2021-07-20,176.240005493164,180,173.649993896484,177.559997558594,1676700,177.559997558594
2021-07-21,177.690002441406,179.490005493164,175.679992675781,179.020004272461,1771400,179.020004272461
2021-07-22,179.179992675781,184.289993286133,177.880004882812,182.779998779297,1444200,182.779998779297
2021-07-23,181.949996948242,188.619995117188,180.389999389648,188.600006103516,2911100,188.600006103516
2021-07-26,186.210006713867,188.320007324219,182.639999389648,184.089996337891,918000,184.089996337891
2021-07-27,182.800003051758,184,174.119995117188,179.990005493164,2291300,179.990005493164
2021-07-28,182.119995117188,187.5,181.294006347656,186.850006103516,2123800,186.850006103516
2021-07-29,184,185.32600402832,177.779998779297,178.059997558594,2091600,178.059997558594
2021-07-30,175.809997558594,176.740005493164,173.130004882812,174.289993286133,1623900,174.289993286133
2021-08-02,175.350006103516,179.529998779297,169.800003051758,177.630004882812,1512700,177.630004882812
2021-08-03,177.009994506836,180.559997558594,175.539993286133,177.130004882812,1218900,177.130004882812
2021-08-04,175.440002441406,180.419998168945,175.046005249023,178.520004272461,1243200,178.520004272461
2021-08-05,178.369995117188,186.080001831055,177.839996337891,181.330001831055,2130500,181.330001831055
2021-08-06,182.419998168945,183.389999389648,178.619995117188,181.559997558594,1897000,181.559997558594
2021-08-09,182.800003051758,186.110000610352,180.110000610352,183.149993896484,1264100,183.149993896484
2021-08-10,186.899993896484,194.25,186.195007324219,190.160003662109,3758100,190.160003662109
2021-08-11,190.509994506836,191.630004882812,187.020004272461,190.559997558594,2609100,190.559997558594
2021-08-12,192.190002441406,192.490005493164,187,188.210006713867,3824100,188.210006713867
2021-08-13,181,195.449996948242,177.149993896484,194.789993286133,6915100,194.789993286133
2021-08-16,189.539993286133,192.774993896484,186.190002441406,187.669998168945,3304200,187.669998168945
2021-08-17,184.550003051758,194.210006713867,183.610000610352,185.880004882812,3447200,185.880004882812
2021-08-18,185,194.25,184.740005493164,191.630004882812,2894500,191.630004882812
2021-08-19,182.615005493164,185.429992675781,178.240005493164,182.059997558594,6448900,182.059997558594
2021-08-20,182.800003051758,187.229995727539,176.149993896484,184.080001831055,6305200,184.080001831055
2021-08-23,177.360000610352,185,173.570007324219,183.080001831055,2939000,183.080001831055
2021-08-24,184.889999389648,189.529998779297,183.339996337891,187.449996948242,2101500,187.449996948242
2021-08-25,185.449996948242,190.119995117188,184.550003051758,188.25,1914300,188.25
2021-08-26,188.460006713867,194.649993896484,187.169998168945,191,2223600,191
2021-08-27,186.889999389648,190.25,186.050003051758,187.940002441406,1696600,187.940002441406
2021-08-30,187.910003662109,193.830001831055,187.610000610352,192.699996948242,1773500,192.699996948242
2021-08-31,192.490005493164,196.649993896484,189.869995117188,191.399993896484,5344700,191.399993896484
2021-09-01,192,194.800003051758,190.600006103516,191.800003051758,2321500,191.800003051758
2021-09-02,192,193.5,189.259994506836,191.720001220703,1915200,191.720001220703
2021-09-03,191,194.119995117188,190.001998901367,193.460006713867,1255300,193.460006713867
2021-09-07,195,199.5,192.160003662109,197.119995117188,3123400,197.119995117188
2021-09-08,195.259994506836,203.639999389648,194.751007080078,200.919998168945,3583100,200.919998168945
2021-09-09,201.770004272461,210.139999389648,200.800003051758,207.740005493164,4114400,207.740005493164
2021-09-10,209,214.248001098633,206.804992675781,210.369995117188,3307200,210.369995117188
2021-09-13,208.619995117188,212.139999389648,203.660003662109,208.639999389648,2852800,208.639999389648
2021-09-14,205.899993896484,211.699996948242,203.100006103516,203.330001831055,4008900,203.330001831055
2021-09-15,204.889999389648,211.479995727539,203.589996337891,209.850006103516,3372000,209.850006103516
2021-09-16,217.039993286133,225.449996948242,216.600006103516,221.5,5786800,221.5
2021-09-17,223.029998779297,227.399993896484,220,222.910003662109,14845700,222.910003662109
2021-09-20,219.240005493164,226.565994262695,217.320007324219,220.320007324219,3654300,220.320007324219
2021-09-21,222.330001831055,224.479995727539,217.5,221.360000610352,3250500,221.360000610352
2021-09-22,221.350006103516,223.570007324219,215.824996948242,217.660003662109,2170800,217.660003662109
2021-09-23,220.039993286133,220.5,211.710006713867,217,2710800,217
2021-09-24,219.979995727539,225.419998168945,217.830001831055,220.520004272461,4377900,220.520004272461
2021-09-27,218.220001220703,219.449996948242,212.783004760742,216.729995727539,1671400,216.729995727539
2021-09-28,213.509994506836,214.490005493164,204.550003051758,206.320007324219,2199300,206.320007324219
2021-09-29,207.490005493164,210,205.380004882812,205.830001831055,1396900,205.830001831055
2021-09-30,205.990005493164,208.490005493164,203.240005493164,205.979995727539,1565500,205.979995727539
2021-10-01,208.460006713867,209.770004272461,200.679992675781,203.990005493164,1666500,203.990005493164
2021-10-04,201.139999389648,203.619995117188,196.860000610352,197.679992675781,1556900,197.679992675781
2021-10-05,199.830001831055,202.929992675781,198.919998168945,199.5,1137300,199.5
2021-10-06,198.729995727539,205.399993896484,198.184997558594,205.259994506836,2258600,205.259994506836
2021-10-07,209.309997558594,210.25,204.580001831055,204.919998168945,1084800,204.919998168945
2021-10-08,204.899993896484,207.990005493164,204.149993896484,204.419998168945,892100,204.419998168945
2021-10-11,203.429992675781,204.410003662109,194.539993286133,195.300003051758,1512200,195.300003051758
2021-10-12,202.929992675781,204.350006103516,198.660003662109,199,2372300,199
2021-10-13,200,206.380004882812,198.729995727539,205.419998168945,1281100,205.419998168945
2021-10-14,207,213.940002441406,205.880004882812,212.429992675781,1340800,212.429992675781
2021-10-15,213.509994506836,217.550003051758,212.479995727539,214.070007324219,1169300,214.070007324219
2021-10-18,214.619995117188,215.990005493164,213.264999389648,215.369995117188,956400,215.369995117188
2021-10-19,218.279998779297,218.279998779297,211.080001831055,213.330001831055,974000,213.330001831055
2021-10-20,214.75,217.850006103516,213.559997558594,215.679992675781,1086700,215.679992675781
2021-10-21,214.830001831055,220.270004272461,212.809997558594,218.820007324219,903800,218.820007324219
2021-10-22,218,218.440002441406,212.389999389648,213.830001831055,806200,213.830001831055
2021-10-25,215,220.610992431641,214.070007324219,216.330001831055,1123800,216.330001831055
2021-10-26,217.630004882812,219.080001831055,211.919998168945,212.929992675781,847100,212.929992675781
2021-10-27,199.720001220703,203,195.929992675781,198.949996948242,5167700,198.949996948242
2021-10-28,197.929992675781,199.649993896484,194.539993286133,196,3115200,196
2021-10-29,196.009994506836,198.800003051758,194.130004882812,194.800003051758,1930800,194.800003051758
2021-11-01,195.009994506836,198.850997924805,192.649993896484,197.940002441406,2590400,197.940002441406
2021-11-02,198.259994506836,201.380004882812,196.259994506836,199.190002441406,2135500,199.190002441406
2021-11-03,200.050003051758,206.692001342773,197.899993896484,206.020004272461,2177500,206.020004272461
2021-11-04,207.25,209.580001831055,204.270004272461,207.440002441406,1387100,207.440002441406
2021-11-05,204.350006103516,208.270004272461,198.360000610352,198.679992675781,2900900,198.679992675781
2021-11-08,199.399993896484,202.869995117188,191.860000610352,193.149993896484,2679200,193.149993896484
2021-11-09,196.399993896484,198.75,187.354995727539,192.009994506836,5529700,192.009994506836
2021-11-10,223.580001831055,232,209,214.240005493164,13689100,214.240005493164
2021-11-11,219.259994506836,233.080001831055,218.240005493164,227.419998168945,6121700,227.419998168945
2021-11-12,227.869995117188,249.5,227.509994506836,245.970001220703,7368600,245.970001220703
2021-11-15,247.520004272461,257.25,241.210006713867,242.720001220703,5232500,242.720001220703
2021-11-16,237.059997558594,242.509994506836,234.259994506836,234.649993896484,2646100,234.649993896484
2021-11-17,235,235.75,225.570007324219,229.460006713867,3292500,229.460006713867
2021-11-18,226.440002441406,229.619995117188,223.835006713867,228.809997558594,2326900,228.809997558594
2021-11-19,234.789993286133,235,214.789993286133,215.25,2818100,215.25
2021-11-22,217.949996948242,217.949996948242,189.210006713867,201.460006713867,7041800,201.460006713867
2021-11-23,193.809997558594,199.360000610352,182.809997558594,184.309997558594,4969800,184.309997558594
2021-11-24,181.100006103516,189.970001220703,177.649993896484,184.929992675781,4357700,184.929992675781
2021-11-26,187.899993896484,189,181.360000610352,187.919998168945,3231400,187.919998168945
2021-11-29,186.550003051758,188.970001220703,178.130004882812,183.009994506836,4794100,183.009994506836
2021-11-30,182.479995727539,186,174.414993286133,178.770004272461,6317700,178.770004272461
2021-12-01,183,185.279998779297,160.880004882812,161.619995117188,4870600,161.619995117188
2021-12-02,163.509994506836,168.363998413086,160.289993286133,166.119995117188,3866800,166.119995117188
2021-12-03,162.210006713867,163,149.572998046875,157.710006713867,5274400,157.710006713867
2021-12-06,156.160003662109,163.149993896484,155.389999389648,161.539993286133,4703200,161.539993286133
2021-12-07,165.770004272461,167.300003051758,158.800003051758,163.460006713867,4731500,163.460006713867
2021-12-08,163,170.889999389648,159.429992675781,168.929992675781,2610300,168.929992675781
2021-12-09,167.610000610352,168.539993286133,162.830001831055,164.860000610352,3361000,164.860000610352
2021-12-10,165,171.080001831055,157.600006103516,158,2937800,158
2021-12-13,156.699996948242,158.419998168945,149,155.25,4108900,155.25
2021-12-14,152.800003051758,159.639999389648,150.020004272461,156.429992675781,3514400,156.429992675781
2021-12-15,154.190002441406,157.889999389648,147.285003662109,156.240005493164,2894900,156.240005493164
2021-12-16,157,157,143.309997558594,144.440002441406,3989800,144.440002441406
2021-12-17,143.039993286133,150.106002807617,139,148.809997558594,5465600,148.809997558594
2021-12-20,146.139999389648,150.809997558594,145.5,148.070007324219,1698200,148.070007324219
2021-12-21,150,152.940002441406,147,151.610000610352,1392500,151.610000610352
2021-12-22,149.990005493164,150.600006103516,144.399993896484,149.240005493164,2384100,149.240005493164
2021-12-23,148.470001220703,154.740005493164,146.945007324219,153.679992675781,1915500,153.679992675781
2021-12-27,153.259994506836,156.270004272461,152.949996948242,156.039993286133,1724700,156.039993286133
2021-12-28,156,157.460006713867,152.602005004883,153.559997558594,2065600,153.559997558594
2021-12-29,152.600006103516,153.679992675781,144.619995117188,150.110000610352,2617900,150.110000610352
2021-12-30,150.309997558594,155.5,149.5,152.380004882812,1909700,152.380004882812
2021-12-31,151.630004882812,152.869995117188,147.949996948242,148.899993896484,2297900,148.899993896484
2022-01-03,149.610000610352,150.164993286133,144.690002441406,145.339996337891,2622300,145.339996337891
2022-01-04,143.139999389648,143.860000610352,131.759994506836,135.910003662109,5060300,135.910003662109
2022-01-05,134.490005493164,139.389999389648,127.690002441406,127.970001220703,3763800,127.970001220703
2022-01-06,127.430000305176,140.75,126.059997558594,137.279998779297,7194700,137.279998779297
2022-01-07,136.570007324219,138.869995117188,130,132.270004272461,3173200,132.270004272461
2022-01-10,129.970001220703,133.570007324219,121.48999786377,133.449996948242,6007900,133.449996948242
2022-01-11,133.559997558594,144.949996948242,132.248992919922,143.639999389648,5756600,143.639999389648
2022-01-12,148.339996337891,152.494995117188,140.559997558594,140.660003662109,4768300,140.660003662109
2022-01-13,139.679992675781,140.929992675781,131.559997558594,131.779998779297,3702700,131.779998779297
2022-01-14,130.869995117188,134.539993286133,127.830001831055,131.529998779297,4208100,131.529998779297
2022-01-18,129.850006103516,131.110000610352,125.050003051758,128.580001831055,5135100,128.580001831055
2022-01-19,128.399993896484,133.020004272461,125.599998474121,131.759994506836,4208800,131.759994506836
2022-01-20,134.125,136.850006103516,126.379997253418,126.779998779297,2898100,126.779998779297
2022-01-21,126.029998779297,126.410003662109,116.25,116.949996948242,5115800,116.949996948242
2022-01-24,112.040000915527,119.050003051758,106.279998779297,117.349998474121,5587300,117.349998474121
2022-01-25,113,114.400001525879,106.269996643066,109.389999389648,4877900,109.389999389648
2022-01-26,113,113.709999084473,99.3300018310547,101.470001220703,6604000,101.470001220703
2022-01-27,103.150001525879,106.180000305176,95.879997253418,96.0899963378906,5100400,96.0899963378906
2022-01-28,99.3000030517578,105.059997558594,92.7799987792969,103.669998168945,6934000,103.669998168945
2022-01-31,104.889999389648,114.970001220703,104.889999389648,113.48999786377,4768000,113.48999786377
2022-02-01,112.400001525879,117.23999786377,110.26000213623,114.620002746582,3997500,114.620002746582
2022-02-02,116.180000305176,116.269996643066,102.809997558594,104.169998168945,3919600,104.169998168945
2022-02-03,100.230003356934,101.610000610352,91.9599990844727,92.2900009155273,6618400,92.2900009155273
2022-02-04,93.5299987792969,101.339996337891,93.0899963378906,98.4899978637695,4113900,98.4899978637695
2022-02-07,97.5899963378906,101.949996948242,95.3150024414062,97.9100036621094,2854200,97.9100036621094
2022-02-08,95.2900009155273,101.180000305176,94.8000030517578,100.51000213623,2913400,100.51000213623
2022-02-09,102.330001831055,109.720001220703,102.150001525879,108.129997253418,5295700,108.129997253418
2022-02-10,99.0899963378906,105.869003295898,96.5100021362305,97.8099975585938,8779300,97.8099975585938
2022-02-11,98.7099990844727,101.389999389648,93.6100006103516,95.0100021362305,3382300,95.0100021362305
2022-02-14,95.4400024414062,99.5999984741211,94.75,97.1100006103516,3472300,97.1100006103516
2022-02-15,99.5199966430664,101.98999786377,95.75,101.809997558594,3767000,101.809997558594
2022-02-16,99.7900009155273,100.205001831055,93.5500030517578,94.8899993896484,11385300,94.8899993896484
2022-02-17,115.600997924805,116,100.529998779297,105.029998779297,47405700,105.029998779297
2022-02-18,101.050003051758,105.389999389648,95.9300003051758,96.2099990844727,12010000,96.2099990844727
2022-02-22,95,102.889999389648,89.5199966430664,93.1699981689453,11629900,93.1699981689453
2022-02-23,94.1699981689453,96.0999984741211,89.3000030517578,90.5500030517578,5647600,90.5500030517578
2022-02-24,86.879997253418,100.919998168945,85.177001953125,100.419998168945,6639000,100.419998168945
2022-02-25,97.6999969482422,100.900001525879,94.2799987792969,100.339996337891,3638700,100.339996337891
2022-02-28,101.029998779297,105.875,97.5599975585938,104.949996948242,4230200,104.949996948242
2022-03-01,103.98999786377,105.050003051758,100.400001525879,102.430000305176,3090300,102.430000305176
2022-03-02,103.599998474121,104.319999694824,100,103.620002746582,3297800,103.620002746582
2022-03-03,102.400001525879,105.150001525879,99.8099975585938,101.680000305176,4794900,101.680000305176
2022-03-04,101.629997253418,102,88.0800018310547,89.8600006103516,7362000,89.8600006103516
2022-03-07,92.7300033569336,93.2099990844727,79.1100006103516,79.8600006103516,7716000,79.8600006103516
2022-03-08,80.3600006103516,87.2200012207031,77.3199996948242,85.0100021362305,6802100,85.0100021362305
2022-03-09,86.9599990844727,93.6100006103516,86.9599990844727,91.8399963378906,4903600,91.8399963378906
2022-03-10,90,92.2300033569336,87.2399978637695,89.6500015258789,4838200,89.6500015258789
2022-03-11,92.629997253418,94.7900009155273,86.4800033569336,86.9700012207031,3621200,86.9700012207031
2022-03-14,84.9000015258789,86.0899963378906,74.3199996948242,76.0599975585938,9861200,76.0599975585938
2022-03-15,76.0199966430664,80.7699966430664,76,79.7699966430664,6096000,79.7699966430664
