Index,NET.Open,NET.High,NET.Low,NET.Close,NET.Volume,NET.Adjusted
2019-09-13,18,19.4099998474121,17.5,18,35993700,18
2019-09-16,18.6000003814697,19.5499992370605,18.2999992370605,18.6299991607666,9758100,18.6299991607666
2019-09-17,18.4500007629395,18.8999996185303,18.2000007629395,18.75,3170900,18.75
2019-09-18,18.8299999237061,19.7000007629395,18.6299991607666,19.5900001525879,4702500,19.5900001525879
2019-09-19,20,20.4799995422363,18.3099994659424,18.75,8514900,18.75
2019-09-20,18.8999996185303,20,18.7700004577637,19.8700008392334,3598300,19.8700008392334
2019-09-23,20.0900001525879,21.2199993133545,19.5799999237061,20.9599990844727,3524000,20.9599990844727
2019-09-24,21.5100002288818,22.0799999237061,19.6700000762939,20.7099990844727,5008100,20.7099990844727
2019-09-25,20.8799991607666,21.2000007629395,20.1000003814697,20.5200004577637,2624900,20.5200004577637
2019-09-26,20.5200004577637,20.6100006103516,18.7099990844727,19.5499992370605,3126200,19.5499992370605
2019-09-27,19.4099998474121,19.7310009002686,18,18.2399997711182,3289700,18.2399997711182
2019-09-30,18.25,18.7299995422363,17.5100002288818,18.5699996948242,2313000,18.5699996948242
2019-10-01,18.7199993133545,18.7199993133545,16.6200008392334,16.8400001525879,2619200,16.8400001525879
2019-10-02,16.4899997711182,17.2999992370605,15.5100002288818,17.25,3317500,17.25
2019-10-03,17.0200004577637,17.3799991607666,16.5200004577637,16.7800006866455,2462400,16.7800006866455
2019-10-04,17.1200008392334,17.4500007629395,16.6000003814697,17.2700004577637,1575900,17.2700004577637
2019-10-07,17.2700004577637,17.6000003814697,16.9109992980957,17.0400009155273,1427100,17.0400009155273
2019-10-08,16.7600002288818,17.7000007629395,16.5499992370605,17.1900005340576,1310500,17.1900005340576
2019-10-09,17.4599990844727,17.5400009155273,16.9200000762939,17.3400001525879,832600,17.3400001525879
2019-10-10,17.2600002288818,17.2600002288818,16.25,16.3299999237061,1885900,16.3299999237061
2019-10-11,16.3199996948242,16.6100006103516,16.1100006103516,16.4699993133545,1456200,16.4699993133545
2019-10-14,16.5,16.5,15.6800003051758,15.6899995803833,1292100,15.6899995803833
2019-10-15,15.6800003051758,16.4300003051758,15.6800003051758,16.3600006103516,885300,16.3600006103516
2019-10-16,16.3099994659424,16.4300003051758,15.8299999237061,15.8500003814697,1117300,15.8500003814697
2019-10-17,15.8800001144409,16.3500003814697,15.8299999237061,15.9099998474121,938700,15.9099998474121
