Index,SE.Open,SE.High,SE.Low,SE.Close,SE.Volume,SE.Adjusted
2017-10-20,16.25,16.9899997711182,14,16.2600002288818,37563700,16.2600002288818
2017-10-23,16.1000003814697,16.3990001678467,15.1199998855591,15.2600002288818,5753800,15.2600002288818
2017-10-24,15.3999996185303,15.8599996566772,14.7700004577637,15.2399997711182,3748300,15.2399997711182
2017-10-25,15.1000003814697,15.4300003051758,13.6199998855591,13.7299995422363,4408100,13.7299995422363
2017-10-26,13.8199996948242,14.1599998474121,13.8100004196167,14.0200004577637,1850000,14.0200004577637
2017-10-27,14.0500001907349,14.1300001144409,13.8000001907349,14.0100002288818,2414100,14.0100002288818
2017-10-30,13.9799995422363,14.1999998092651,13.9799995422363,14.1000003814697,1230800,14.1000003814697
2017-10-31,14.1099996566772,15.1049995422363,14.0900001525879,15.0799999237061,1664400,15.0799999237061
2017-11-01,15.3299999237061,15.4899997711182,15.1899995803833,15.4300003051758,1247900,15.4300003051758
2017-11-02,15.2700004577637,15.5,14.8999996185303,15.2399997711182,1190600,15.2399997711182
2017-11-03,15.2799997329712,15.3900003433228,14.8999996185303,14.9899997711182,510000,14.9899997711182
2017-11-06,15.0100002288818,15.0100002288818,14.8900003433228,15.0100002288818,616600,15.0100002288818
2017-11-07,15,15.0900001525879,14.9099998474121,15,1000100,15
2017-11-08,15,15,14.7200002670288,14.8400001525879,734000,14.8400001525879
2017-11-09,14.8599996566772,14.9499998092651,14.4700002670288,14.5,1092600,14.5
2017-11-10,14.5200004577637,14.8400001525879,14.5,14.7200002670288,631500,14.7200002670288
2017-11-13,14.5699996948242,14.75,14.4799995422363,14.7299995422363,991800,14.7299995422363
2017-11-14,14.8500003814697,15.0500001907349,14.8219995498657,15.0100002288818,1124700,15.0100002288818
2017-11-15,15,15,14.6000003814697,14.710000038147,712200,14.710000038147
2017-11-16,15.2299995422363,15.25,14.960000038147,15.0299997329712,732800,15.0299997329712
2017-11-17,15,15.6199998855591,15,15,1253300,15
2017-11-20,15.460000038147,15.5900001525879,15.1499996185303,15.4899997711182,786200,15.4899997711182
2017-11-21,15.6999998092651,15.7299995422363,14.7799997329712,14.7799997329712,1377900,14.7799997329712
